image_width,image_height,tile_width,tile_height,image_date,imagery_type,projection_type,pano_yaw_deg,tilt_yaw_deg,tilt_pitch_deg,panoId,zoomLevels,lat,lng,original_lat,original_lng,elevation_wgs84_m,description,streetRange,region,country,elevation_egm96_m,links_cnt,link_forward_yawDeg,link_f_panoId,link_f_road_argb,link_f_description,link_backward_yawDeg,link_b_panoId,link_b_road_argb,link_b_description,link_others
16384,8192,512,512,2022-2,1,spherical,183.7861480712891,89.17247772216797,359.2879638671875,NK9dGw4hzNk3UAyZgRR7GA,,33.99069558621465,-81.00405108798465,,,,101 S Maple St,,Columbia; South Carolina,US,84.50008392333984,2,185.8338165283203,yY6TgVaeLC87Mm3GmXYOmA,,S Maple St,5.474069118499756,Uq-nJ568AjuOdFyVqd_tYA,,Maple St
16384,8192,512,512,2022-2,1,spherical,183.8721008300781,90.52024841308594,0.5354399085044861,yY6TgVaeLC87Mm3GmXYOmA,,33.99060204157609,-81.00406128758117,,,,101 S Maple St,,Columbia; South Carolina,US,84.42204284667969,2,185.8036499023438,8vuZesFkJ84f6_ih42-PGw,,S Maple St,5.833823204040527,NK9dGw4hzNk3UAyZgRR7GA,,S Maple St
16384,8192,512,512,2022-2,1,spherical,183.7670288085938,90.01429748535156,0.2078243941068649,8vuZesFkJ84f6_ih42-PGw,,33.99050788337637,-81.00406887405705,,,,126 S Maple St,,Columbia; South Carolina,US,84.49747467041016,2,185.7816009521484,3cgw-HVGmU0AZfSb7xMUGg,,S Maple St,5.803652763366699,yY6TgVaeLC87Mm3GmXYOmA,,S Maple St
16384,8192,512,512,2022-2,1,spherical,184.0571899414062,89.79750061035156,0.2149395942687988,3cgw-HVGmU0AZfSb7xMUGg,,33.99041623675303,-81.00407620764972,,,,126 S Maple St,,Columbia; South Carolina,US,84.5572280883789,2,185.8256225585938,sV5TGYhNop51kmVuD_zFQg,,S Maple St,5.781608104705811,8vuZesFkJ84f6_ih42-PGw,,S Maple St
16384,8192,512,512,2022-2,1,spherical,184.5646209716797,89.85590362548828,0.7308745980262756,sV5TGYhNop51kmVuD_zFQg,,33.99032831567685,-81.0040848899482,,,,126 S Maple St,,Columbia; South Carolina,US,84.64169311523438,2,185.7800140380859,JAZ_4QSKUS-UQ3BFIsq69Q,,S Maple St,5.825625896453857,3cgw-HVGmU0AZfSb7xMUGg,,S Maple St
16384,8192,512,512,2022-2,1,spherical,132.03076171875,90.31143951416016,1.091132402420044,oUNvMa7PVtjhDnx-1NnsTQ,,33.99085545899669,-81.00633804056156,,,,2698 Heyward St,,Columbia; South Carolina,US,88.9869613647461,2,99.83445739746094,znuYMYuRAnWodO_nKEcpAw,,S Woodrow St,274.4176940917969,AeCT6wRpAcZl8vKrOetdiA,,Heyward St
16384,8192,512,512,2022-2,1,spherical,95.68699645996094,89.34242248535156,1.667836904525757,AeCT6wRpAcZl8vKrOetdiA,,33.99088895344737,-81.00648074636365,,,,2630 Heyward St,,Columbia; South Carolina,US,89.0190200805664,2,94.41769409179688,oUNvMa7PVtjhDnx-1NnsTQ,,Heyward St,274.4014282226562,-fDSjGwFgc5JAwpbACM6zQ,,Heyward St
16384,8192,512,512,2022-2,1,spherical,94.61164855957031,89.10711669921875,1.589873313903809,-fDSjGwFgc5JAwpbACM6zQ,,33.99089863867185,-81.00659437135408,,,,2630 Heyward St,,Columbia; South Carolina,US,89.05034637451172,2,94.40143585205078,AeCT6wRpAcZl8vKrOetdiA,,Heyward St,274.4403076171875,K_cL5HvxKxpc6SurXpSb5w,,Heyward St
16384,8192,512,512,2022-2,1,spherical,94.13362884521484,89.4366683959961,1.2867751121521,K_cL5HvxKxpc6SurXpSb5w,,33.99090793086354,-81.00673598090546,,,,2627 Heyward St,,Columbia; South Carolina,US,89.04459381103516,2,94.44029998779297,-fDSjGwFgc5JAwpbACM6zQ,,Heyward St,274.4215087890625,c_EHRnqMlsR0KzHFaBKF2g,,Heyward St
16384,8192,512,512,2022-2,1,spherical,93.82794952392578,89.629150390625,1.493687987327576,c_EHRnqMlsR0KzHFaBKF2g,,33.9909153118675,-81.00683544460509,,,,2627 Heyward St,,Columbia; South Carolina,US,89.04668426513672,2,94.4215087890625,K_cL5HvxKxpc6SurXpSb5w,,Heyward St,274.4406127929688,ykx80oWPZZxJRj3fO4aDSQ,,Heyward St
16384,8192,512,512,2022-2,1,spherical,93.38347625732422,89.77960205078125,1.595050096511841,ykx80oWPZZxJRj3fO4aDSQ,,33.99092204946994,-81.00693878557038,,,,2617 Heyward St,,Columbia; South Carolina,US,89.00701141357422,2,94.44061279296875,c_EHRnqMlsR0KzHFaBKF2g,,Heyward St,274.3834228515625,RgC_j6XiCqGsQQz6a1dxDg,,Heyward St
16384,8192,512,512,2022-2,1,spherical,93.09883880615234,89.75950622558594,1.311491966247559,RgC_j6XiCqGsQQz6a1dxDg,,33.99092327833981,-81.00704406509327,,,,2615 Heyward St,,Columbia; South Carolina,US,88.979736328125,2,94.38343811035156,ykx80oWPZZxJRj3fO4aDSQ,,Heyward St,274.4474487304688,o4tDKqKjg0BooIkcuDRITQ,,Heyward St
16384,8192,512,512,2022-2,1,spherical,93.62152099609375,89.89019012451172,1.338341236114502,o4tDKqKjg0BooIkcuDRITQ,,33.99092867469521,-81.00714867014862,,,,2612 Heyward St,,Columbia; South Carolina,US,88.91128540039062,2,94.44744110107422,RgC_j6XiCqGsQQz6a1dxDg,,Heyward St,274.3946533203125,nG3H60GZDGcFBChOmtPmHw,,Heyward St
16384,8192,512,512,2022-2,1,spherical,95.04698944091797,89.74747467041016,1.7457035779953,nG3H60GZDGcFBChOmtPmHw,,33.9909358606632,-81.00725352793765,,,,2608 Heyward St,,Columbia; South Carolina,US,88.8724594116211,2,94.39466857910156,o4tDKqKjg0BooIkcuDRITQ,,Heyward St,274.455078125,JrVIp1SqDsukBJGr2PMPbw,,Heyward St
16384,8192,512,512,2022-2,1,spherical,96.17247772216797,89.95240783691406,1.97149395942688,JrVIp1SqDsukBJGr2PMPbw,,33.990944885709,-81.00735931278456,,,,2611 Heyward St,,Columbia; South Carolina,US,88.82323455810547,2,94.455078125,nG3H60GZDGcFBChOmtPmHw,,Heyward St,274.4244689941406,X_uli0BStG1-HuAR-x2X2Q,,Heyward St
16384,8192,512,512,2022-2,1,spherical,97.19876098632812,89.94483184814453,1.313085913658142,X_uli0BStG1-HuAR-x2X2Q,,33.99095638794413,-81.00746897485466,,,,2604 Heyward St,,Columbia; South Carolina,US,88.77574920654297,2,94.42446899414062,JrVIp1SqDsukBJGr2PMPbw,,Heyward St,274.4358215332031,L4GQ4RZ_haog_KUjUcqepw,,Heyward St
16384,8192,512,512,2022-2,1,spherical,97.2354965209961,90.05315399169922,0.7165424823760986,L4GQ4RZ_haog_KUjUcqepw,,33.99096945371225,-81.00758040687124,,,,2607 Heyward St,,Columbia; South Carolina,US,88.73753356933594,2,94.43582153320312,X_uli0BStG1-HuAR-x2X2Q,,Heyward St,274.3945007324219,rJOtr7fGAlki1LYCpJJ7Jw,,Heyward St
16384,8192,512,512,2022-2,1,spherical,96.42549133300781,90.02253723144531,0.3851676285266876,rJOtr7fGAlki1LYCpJJ7Jw,,33.99098132448223,-81.00769394598801,,,,2600 Heyward St,,Columbia; South Carolina,US,88.49166107177734,2,94.39450073242188,L4GQ4RZ_haog_KUjUcqepw,,Heyward St,274.4537963867188,KG1jGP8jH_TzU8Um6J5cfg,,Heyward St
16384,8192,512,512,2022-2,1,spherical,92.16793060302734,90.12338256835938,359.8175964355469,KG1jGP8jH_TzU8Um6J5cfg,,33.99099743834041,-81.00781818979348,,,,2601 Heyward St,,Columbia; South Carolina,US,87.95823669433594,2,94.45378875732422,rJOtr7fGAlki1LYCpJJ7Jw,,Heyward St,274.3782958984375,FklLqj4INt_AxUURKF_BYg,,Heyward St
16384,8192,512,512,2022-2,1,spherical,42.87055206298828,90.3810043334961,0.4521066844463348,FklLqj4INt_AxUURKF_BYg,,33.99097257939385,-81.00793231859844,,,,2601 Heyward St,,Columbia; South Carolina,US,87.91979217529297,2,94.37828826904297,KG1jGP8jH_TzU8Um6J5cfg,,Heyward St,314.5862426757812,5Oiof7qjTnhmDjeZs_jfrg,,King St
16384,8192,512,512,2022-2,1,spherical,45.47674942016602,90.0030517578125,359.0461730957031,5Oiof7qjTnhmDjeZs_jfrg,,33.99103112675877,-81.00799460891791,,,,100 King St,,Columbia; South Carolina,US,88.70330047607422,4,2.753865718841553,y8B5Wn0IZpD-G5rttpyUBg,,King St,247.3777770996094,jTeTSEX-07vJk55JssggjA,,Heyward St,134.5862426757812|FklLqj4INt_AxUURKF_BYg||Heyward St|183.8963317871094|Bh1XDgX1PfhlrhBe37npKQ||S King St
16384,8192,512,512,2022-2,1,spherical,184.3303833007812,89.14833068847656,0.7043124437332153,y8B5Wn0IZpD-G5rttpyUBg,,33.9911180200215,-81.00797421074023,,,,100 King St,,Columbia; South Carolina,US,88.66453552246094,2,182.7538604736328,5Oiof7qjTnhmDjeZs_jfrg,,King St,2.719711303710938,Ahhafd9zHiaSKhkiPFDxiA,,King St
16384,8192,512,512,2022-2,1,spherical,5.826124668121338,90.07473754882812,0.9984959363937378,Ahhafd9zHiaSKhkiPFDxiA,,33.99120650223634,-81.0079306327975,,,,101 King St,,Columbia; South Carolina,US,88.55297088623047,2,2.737996101379395,XB3GVIQfl9wCEdcTZQhwBA,,King St,182.7197113037109,y8B5Wn0IZpD-G5rttpyUBg,,King St
16384,8192,512,512,2022-2,1,spherical,5.42770528793335,90.08059692382812,0.8785568475723267,XB3GVIQfl9wCEdcTZQhwBA,,33.991299785858,-81.00791916935015,,,,104 King St,,Columbia; South Carolina,US,88.81366729736328,2,2.733495473861694,0VTT_Tf6Q3bF_d_husuYZQ,,King St,182.7379913330078,Ahhafd9zHiaSKhkiPFDxiA,,King St
16384,8192,512,512,2022-2,1,spherical,184.1303405761719,88.40975189208984,0.6939283013343811,Bh1XDgX1PfhlrhBe37npKQ,,33.99096055920911,-81.00798921435904,,,,100 S King St,,Columbia; South Carolina,US,88.31535339355469,2,184.8063812255859,7Obu4ZOJs_ARtiXOI5Axwg,,S King St,3.896337985992432,5Oiof7qjTnhmDjeZs_jfrg,,King St
16384,8192,512,512,2022-2,1,spherical,184.4836730957031,89.50674438476562,0.9355685114860535,7Obu4ZOJs_ARtiXOI5Axwg,,33.99086855316635,-81.00800430226498,,,,100 S King St,,Columbia; South Carolina,US,87.74005126953125,2,184.8136291503906,mWLbOtavd9vGr2GoSBqznQ,,S King St,4.806388854980469,Bh1XDgX1PfhlrhBe37npKQ,,S King St
16384,8192,512,512,2022-2,1,spherical,184.9420776367188,89.58152770996094,0.8736878633499146,mWLbOtavd9vGr2GoSBqznQ,,33.99077315214112,-81.00801450135059,,,,100 S King St,,Columbia; South Carolina,US,87.72303771972656,2,184.7368927001953,ykd_qRe_f_WzRR2M4m5WOA,,S King St,4.813624858856201,7Obu4ZOJs_ARtiXOI5Axwg,,S King St
16384,8192,512,512,2022-2,1,spherical,4.689493656158447,89.20379638671875,0.1356650441884995,ykd_qRe_f_WzRR2M4m5WOA,,33.99073648464647,-81.00798719139937,,,,100 S King St,,Columbia; South Carolina,US,87.74014282226562,2,4.736897945404053,mWLbOtavd9vGr2GoSBqznQ,,S King St,184.8002471923828,Buu-4h1mh3-JTNfv9bNNcg,,S King St
16384,8192,512,512,2022-2,1,spherical,5.092532634735107,88.99996948242188,359.3268127441406,Buu-4h1mh3-JTNfv9bNNcg,,33.99065249828596,-81.0079966318774,,,,100 S King St,,Columbia; South Carolina,US,87.8158187866211,2,4.800247192382812,ykd_qRe_f_WzRR2M4m5WOA,,S King St,184.8111267089844,7KSL9eNW3zw8FvfgrXRgBA,,S King St
16384,8192,512,512,2022-2,1,spherical,75.74742126464844,90.76443481445312,1.378535628318787,jTeTSEX-07vJk55JssggjA,,33.99099977959495,-81.00804788016701,,,,2598 Heyward St,,Columbia; South Carolina,US,88.62620544433594,2,67.37777709960938,5Oiof7qjTnhmDjeZs_jfrg,,King St,274.6437072753906,PIeppJuantmYsgKZloEzyA,,Heyward St
16384,8192,512,512,2022-2,1,spherical,94.40657043457031,89.13309478759766,1.303942799568176,PIeppJuantmYsgKZloEzyA,,33.99099980473479,-81.00818965568953,,,,2532 Heyward St,,Columbia; South Carolina,US,88.62494659423828,2,94.64372253417969,jTeTSEX-07vJk55JssggjA,,Heyward St,274.589599609375,U5chcSatef1kOwUDeDoxNg,,Heyward St
16384,8192,512,512,2022-2,1,spherical,94.91936492919922,89.00277709960938,1.487336039543152,U5chcSatef1kOwUDeDoxNg,,33.99100714732022,-81.00828861181887,,,,2532 Heyward St,,Columbia; South Carolina,US,88.68805694580078,2,94.58961486816406,PIeppJuantmYsgKZloEzyA,,Heyward St,274.6532897949219,tMoVa1Kqa3d_N1jgntT8gQ,,Heyward St
16384,8192,512,512,2022-2,1,spherical,94.47793579101562,88.87733459472656,1.319974780082703,tMoVa1Kqa3d_N1jgntT8gQ,,33.9910146134636,-81.00838925361528,,,,2528 Heyward St,,Columbia; South Carolina,US,88.76384735107422,2,94.65328979492188,U5chcSatef1kOwUDeDoxNg,,Heyward St,274.6073608398438,otDmO35LUnhkHnhS4sN91Q,,Heyward St
16384,8192,512,512,2022-2,1,spherical,94.26823425292969,89.10930633544922,1.451380848884583,otDmO35LUnhkHnhS4sN91Q,,33.99102162734721,-81.0084929297035,,,,2528 Heyward St,,Columbia; South Carolina,US,88.82049560546875,2,94.60736846923828,tMoVa1Kqa3d_N1jgntT8gQ,,Heyward St,274.6152038574219,qNlQUeUiT_t6isUrKjMzVQ,,Heyward St
16384,8192,512,512,2022-2,1,spherical,94.255126953125,89.14164733886719,1.750300765037537,qNlQUeUiT_t6isUrKjMzVQ,,33.99102841504727,-81.0085981228635,,,,2524 Heyward St,,Columbia; South Carolina,US,88.86859130859375,2,94.6152114868164,otDmO35LUnhkHnhS4sN91Q,,Heyward St,274.6151428222656,o3P41CUyZ3ubfEAPvJQ56Q,,Heyward St
16384,8192,512,512,2022-2,1,spherical,94.31832885742188,89.09281158447266,2.046743392944336,o3P41CUyZ3ubfEAPvJQ56Q,,33.99103545566967,-81.00870331588328,,,,2524 Heyward St,,Columbia; South Carolina,US,88.92273712158203,2,94.61515808105469,qNlQUeUiT_t6isUrKjMzVQ,,Heyward St,274.6168518066406,Dc5beH4ox4r7SMCZ_6oW6Q,,Heyward St
16384,8192,512,512,2022-2,1,spherical,94.29951477050781,89.15846252441406,1.812419891357422,Dc5beH4ox4r7SMCZ_6oW6Q,,33.99104262380632,-81.00880909878656,,,,2520 Heyward St,,Columbia; South Carolina,US,88.78073120117188,2,94.61685180664062,o3P41CUyZ3ubfEAPvJQ56Q,,Heyward St,274.6418762207031,5V90tJUKxLYBF1HdoLGHSg,,Heyward St
16384,8192,512,512,2022-2,1,spherical,94.54965209960938,89.11253356933594,1.538783431053162,5V90tJUKxLYBF1HdoLGHSg,,33.99105544137281,-81.00892061319958,,,,2517 Heyward St,,Columbia; South Carolina,US,88.43070983886719,2,94.64187622070312,Dc5beH4ox4r7SMCZ_6oW6Q,,Heyward St,274.6184692382812,XWAZV20Qhq59n705v643mg,,Heyward St
16384,8192,512,512,2022-2,1,spherical,94.71271514892578,88.989501953125,1.39422881603241,XWAZV20Qhq59n705v643mg,,33.9910630433697,-81.00902656438929,,,,2516 Heyward St,,Columbia; South Carolina,US,88.51252746582031,2,94.61846923828125,5V90tJUKxLYBF1HdoLGHSg,,Heyward St,274.6156311035156,P0nuXILpvhrkp_1kD5vXJw,,Heyward St
16384,8192,512,512,2022-2,1,spherical,94.37313079833984,89.1094970703125,1.438844561576843,P0nuXILpvhrkp_1kD5vXJw,,33.99107051764996,-81.00913192541537,,,,2511 Heyward St,,Columbia; South Carolina,US,88.5261459350586,2,94.61561584472656,XWAZV20Qhq59n705v643mg,,Heyward St,274.6185607910156,O9QVQVBua0e63hsZrsxt_g,,Heyward St
16384,8192,512,512,2022-2,1,spherical,93.73804473876953,89.20982360839844,1.978822112083435,O9QVQVBua0e63hsZrsxt_g,,33.99108058629291,-81.00929106244241,,,,2512 Heyward St,,Columbia; South Carolina,US,88.57763671875,2,94.61856842041016,P0nuXILpvhrkp_1kD5vXJw,,Heyward St,274.6140441894531,pvARVBZcIxYeaECv9vECVg,,Heyward St
16384,8192,512,512,2022-2,1,spherical,93.63396453857422,89.20039367675781,1.815760493278503,pvARVBZcIxYeaECv9vECVg,,33.99108669231229,-81.00939617024983,,,,2508 Heyward St,,Columbia; South Carolina,US,88.61817932128906,2,94.61405181884766,O9QVQVBua0e63hsZrsxt_g,,Heyward St,274.6161193847656,Plu0yAjMAqAJ0rZXUuZofw,,Heyward St
16384,8192,512,512,2022-2,1,spherical,93.53836822509766,89.07476043701172,2.023482322692871,Plu0yAjMAqAJ0rZXUuZofw,,33.9910925884769,-81.0095018679358,,,,2508 Heyward St,,Columbia; South Carolina,US,88.67897033691406,2,94.6161117553711,pvARVBZcIxYeaECv9vECVg,,Heyward St,274.6202087402344,PYsYSe5XFwu1heKlKLqHMw,,Heyward St
16384,8192,512,512,2022-2,1,spherical,93.34935760498047,89.15472412109375,1.745002508163452,PYsYSe5XFwu1heKlKLqHMw,,33.99109855253467,-81.00960849265098,,,,2501 Heyward St,,Columbia; South Carolina,US,88.73667907714844,2,94.6202163696289,Plu0yAjMAqAJ0rZXUuZofw,,Heyward St,274.6159973144531,DU7TvUM9kxficfWKx-DP6Q,,Heyward St
16384,8192,512,512,2022-2,1,spherical,93.77410125732422,89.24301147460938,1.88748836517334,DU7TvUM9kxficfWKx-DP6Q,,33.9911046953358,-81.00971410576437,,,,2504 Heyward St,,Columbia; South Carolina,US,88.76538848876953,2,94.6159896850586,PYsYSe5XFwu1heKlKLqHMw,,Heyward St,274.6228332519531,1qW-D8Y0X-VqApGb-QfbcQ,,Heyward St
16384,8192,512,512,2022-2,1,spherical,94.32064056396484,89.2256088256836,1.739722371101379,1qW-D8Y0X-VqApGb-QfbcQ,,33.99111171455085,-81.00982132020893,,,,2500 Heyward St,,Columbia; South Carolina,US,88.82572937011719,2,94.62283325195312,DU7TvUM9kxficfWKx-DP6Q,,Heyward St,274.6274719238281,S6VvURx_l3uEgRQ4y0ukKA,,Heyward St
16384,8192,512,512,2022-2,1,spherical,94.99122619628906,89.42688751220703,1.786410808563232,S6VvURx_l3uEgRQ4y0ukKA,,33.99111941058673,-81.00992971453854,,,,2500 Heyward St,,Columbia; South Carolina,US,88.84026336669922,2,94.62747192382812,1qW-D8Y0X-VqApGb-QfbcQ,,Heyward St,274.63330078125,FHlzZb99FG0nOvgbM2-f5A,,Heyward St
16384,8192,512,512,2022-2,1,spherical,95.51122283935547,88.88074493408203,0.9560626149177551,FHlzZb99FG0nOvgbM2-f5A,,33.9911284705333,-81.01003945732397,,,,2500 Heyward St,,Columbia; South Carolina,US,88.94279479980469,2,94.63330841064453,S6VvURx_l3uEgRQ4y0ukKA,,Heyward St,247.5660247802734,lry5yW3Iu9et_r3VogtYsg,,S Queen St
16384,8192,512,512,2022-2,1,spherical,179.9167938232422,89.19035339355469,359.8190612792969,lry5yW3Iu9et_r3VogtYsg,,33.99112626053356,-81.01010478033805,,,,101 S Queen St,,Columbia; South Carolina,US,88.92818450927734,4,185.0144958496094,6ZabGjzNWmSYi4RXVphdGA,,S Queen St,4.599509239196777,3KcssIfHMS2dkud-EWFGvw,,Queen St,67.56602478027344|FHlzZb99FG0nOvgbM2-f5A||Heyward St|293.1367797851562|Pnapdk6CghdINLKGMX1fAw||Heyward St
16384,8192,512,512,2022-2,1,spherical,95.90617370605469,90.55569458007812,0.7078953981399536,Pnapdk6CghdINLKGMX1fAw,,33.9911382770803,-81.01014903138137,,,,2498 Heyward St,,Columbia; South Carolina,US,88.89192199707031,2,113.1367797851562,lry5yW3Iu9et_r3VogtYsg,,S Queen St,275.5360717773438,B-YiOlc-JPoHnCiEnmNAhw,,Heyward St
16384,8192,512,512,2022-2,1,spherical,97.9058837890625,90.21465301513672,1.600433349609375,B-YiOlc-JPoHnCiEnmNAhw,,33.99114896581487,-81.0102568352478,,,,2430 Heyward St,,Columbia; South Carolina,US,88.71923065185547,2,95.53605651855469,Pnapdk6CghdINLKGMX1fAw,,Heyward St,275.6076049804688,Lkyoz7DWpjOA4S-lSH3BTg,,Heyward St
16384,8192,512,512,2022-2,1,spherical,100.4305038452148,90.05278778076172,0.2184714078903198,Lkyoz7DWpjOA4S-lSH3BTg,,33.99115873247839,-81.01036126746892,,,,2437 Heyward St,,Columbia; South Carolina,US,89.38805389404297,2,95.60759735107422,B-YiOlc-JPoHnCiEnmNAhw,,Heyward St,275.5340576171875,X4xD4d5AdnS5w7ozZHwFLA,,Heyward St
16384,8192,512,512,2022-2,1,spherical,99.7049789428711,90.15316772460938,358.6781005859375,X4xD4d5AdnS5w7ozZHwFLA,,33.99117606543267,-81.01046881818333,,,,2426 Heyward St,,Columbia; South Carolina,US,89.29364013671875,2,95.53407287597656,Lkyoz7DWpjOA4S-lSH3BTg,,Heyward St,275.597412109375,aD3dnKhFEC-_U5q4N9nFIg,,Heyward St
16384,8192,512,512,2022-2,1,spherical,180.5489349365234,88.49283599853516,359.5671081542969,6ZabGjzNWmSYi4RXVphdGA,,33.9910299797105,-81.0101052860644,,,,101 S Queen St,,Columbia; South Carolina,US,88.82646179199219,2,185.0005645751953,LecD4Sud6v5wRH-nS3IldA,,S Queen St,5.014500141143799,lry5yW3Iu9et_r3VogtYsg,,S Queen St
16384,8192,512,512,2022-2,1,spherical,181.5748291015625,88.32988739013672,359.5622863769531,LecD4Sud6v5wRH-nS3IldA,,33.99093517765527,-81.01010410603625,,,,101 S Queen St,,Columbia; South Carolina,US,89.35865020751953,2,185.0208435058594,L9Jp_XEhrMmgm35YhruiRQ,,S Queen St,5.000571727752686,6ZabGjzNWmSYi4RXVphdGA,,S Queen St
16384,8192,512,512,2022-2,1,spherical,183.5815124511719,88.69859313964844,359.5889282226562,L9Jp_XEhrMmgm35YhruiRQ,,33.99085135745747,-81.01011236623296,,,,100 S Queen St,,Columbia; South Carolina,US,88.91027069091797,2,185.0233154296875,HkX4nzLQ1XWyjEprr4nFXA,,S Queen St,5.020843505859375,LecD4Sud6v5wRH-nS3IldA,,S Queen St
16384,8192,512,512,2022-2,1,spherical,186.1970672607422,88.26805114746094,359.5799255371094,HkX4nzLQ1XWyjEprr4nFXA,,33.99076391885961,-81.01012189074441,,,,100 S Queen St,,Columbia; South Carolina,US,88.75554656982422,2,185.0111846923828,Ut-3J0rBa-5fomp0KKOvRw,,S Queen St,5.023319244384766,L9Jp_XEhrMmgm35YhruiRQ,,S Queen St
16384,8192,512,512,2022-2,1,spherical,180.7451629638672,89.83612060546875,0.05745083093643188,3KcssIfHMS2dkud-EWFGvw,,33.99117760587798,-81.01010452747487,,,,101 Queen St,,Columbia; South Carolina,US,88.96662139892578,2,184.5995025634766,lry5yW3Iu9et_r3VogtYsg,,S Queen St,4.367193698883057,64nVR_sX79QOPrzaB4geGA,,Queen St
16384,8192,512,512,2022-2,1,spherical,186.7755889892578,89.05724334716797,0.2077184915542603,64nVR_sX79QOPrzaB4geGA,,33.99128476576601,-81.01009711015469,,,,101 Queen St,,Columbia; South Carolina,US,89.01249694824219,2,184.3671875,3KcssIfHMS2dkud-EWFGvw,,Queen St,4.360661506652832,wccJ8OQ4GUVc_wiXBd8FgA,,Queen St
16384,8192,512,512,2022-2,1,spherical,189.2616729736328,89.07674407958984,359.0524291992188,wccJ8OQ4GUVc_wiXBd8FgA,,33.99140468115712,-81.01006811516906,,,,103 Queen St,,Columbia; South Carolina,US,89.10879516601562,2,184.3606567382812,64nVR_sX79QOPrzaB4geGA,,Queen St,4.336567401885986,skKFC4dwbevwx7Jid_sn9g,,Queen St
16384,8192,512,512,2022-2,1,spherical,184.1678009033203,89.89664459228516,359.6748962402344,iwIR7ReTsovIl2NEO1n1jA,,33.99095257082229,-81.00629943493105,,,,101 Woodrow St,,Columbia; South Carolina,US,89.12603759765625,2,184.4806518554688,znuYMYuRAnWodO_nKEcpAw,,S Woodrow St,4.47554349899292,kC_WDnM37rYXWVuZEQoTWQ,,Woodrow St
16384,8192,512,512,2022-2,1,spherical,184.1481170654297,89.81700897216797,1.266669631004333,kC_WDnM37rYXWVuZEQoTWQ,,33.99104127563199,-81.00629109004339,,,,101 Woodrow St,,Columbia; South Carolina,US,89.02079010009766,2,184.4755401611328,iwIR7ReTsovIl2NEO1n1jA,,Woodrow St,4.490814685821533,SQUhdoa-M1lx7seRSAG7LQ,,Woodrow St
16384,8192,512,512,2022-2,1,spherical,2.533683300018311,89.68054962158203,359.927490234375,SQUhdoa-M1lx7seRSAG7LQ,,33.99113640014829,-81.00625299014095,,,,100 Woodrow St,,Columbia; South Carolina,US,89.04485321044922,2,4.495994091033936,VAEV-pBaIoOc-a5y37GYWw,,Woodrow St,184.4908142089844,kC_WDnM37rYXWVuZEQoTWQ,,Woodrow St
