index,distance,root_cente,root_botto,azimuth_ra,altitude_r,depth_h_di,median_wid,median_w_1,median_row,median_r_1,panoID,depth_x,depth_y,pano_x,pano_y,pano_headi,thumbnail_,trunk_head,image_file,azimuth_de,Type,h_distance,vertex_ang,pano_hea_1,tri_x,tri_y,left_col,right_col,diameter,folder,geometry,ec5_uuid,field_diameter_m,mean_diameter,error,error_abs,error_%
2,18.363779527559053,169,470,-0.590252824772067,-0.138653030503594,18.18754340396766,11.0,428,164,174,oUNvMa7PVtjhDnx-1NnsTQ,609003.6184198118,239275.4616098876,609014.5103902573,239260.89618113026,132.03076171875,357.03,323.2110042948856,oUNvMa7PVtjhDnx-1NnsTQ_0.0_0.0_0_357.03_L135.jpg,-33.81899570511437,trunk,16.25801826234376,37.4709269585087,2.304371505908275,609004.7739541437,239273.9163566139,163.5,174.5,0.241091597120132,D:\OneDrive_PSU\OneDrive - The Pennsylvania State University\Research_doc\street_image_mapping\Heyward_st_pano_thumnail_segmented\oUNvMa7PVtjhDnx-1NnsTQ_0.0_0.0_0_357.03_L135_annotated.jpg,POINT (609004.7739541437 239273.9163566139),1d09276f-89d4-48d4-b978-2cdbd9a20d79,0.226382182270761,0.24316994018287802,0.016787757912117007,0.016787757912117007,0.07415671031935836
0,8.95754026354319,883,522,0.62705210213763,-0.214886041039268,8.751523114157278,79.0,455,845,923,XShHFvEc3Mi2fhPmjY7OGw,609045.7861753978,239270.28684113556,609047.0196630587,239261.6226813374,90.96747589111328,315.97,351.8974389872925,XShHFvEc3Mi2fhPmjY7OGw_0.0_0.0_0_315.97_L135.jpg,35.92743898729244,trunk,9.163651453758353,80.92726875498192,1.587681966528489,609045.7280877696,239270.6948553458,843.5,922.5,0.927182207702269,D:\OneDrive_PSU\OneDrive - The Pennsylvania State University\Research_doc\street_image_mapping\Heyward_st_pano_thumnail_segmented\XShHFvEc3Mi2fhPmjY7OGw_0.0_0.0_0_315.97_L135_annotated.jpg,POINT (609045.7280877696 239270.6948553458),fc8bc293-fb92-4c70-af28-df7f218efa18,1.059145209909632,0.9672619905704369,-0.09188321933919497,0.09188321933919497,0.08675223990016874
0,10.390114068441068,427,507,-0.164515164670743,-0.232697639636194,10.110078173611745,54.0,449,403,456,XShHFvEc3Mi2fhPmjY7OGw,609045.5329732054,239271.62285303377,609047.0196630587,239261.6226813374,90.96747589111328,0.97,-8.456024601533324,XShHFvEc3Mi2fhPmjY7OGw_0.0_0.0_0_0.97_L90.jpg,-9.426024601533324,trunk,8.903447073175714,100.38574610741335,1.587681966528489,609045.7104086499,239270.42933919825,400.0,454.0,0.912713537609662,D:\OneDrive_PSU\OneDrive - The Pennsylvania State University\Research_doc\street_image_mapping\Heyward_st_pano_thumnail_segmented\XShHFvEc3Mi2fhPmjY7OGw_0.0_0.0_0_0.97_L90_annotated.jpg,POINT (609045.7104086499 239270.42933919825),fc8bc293-fb92-4c70-af28-df7f218efa18,1.059145209909632,0.9672619905704369,-0.09188321933919497,0.09188321933919497,0.08675223990016874
0,10.390114068441068,427,507,-0.164515164670743,-0.232697639636194,10.110078173611745,54.0,449,403,456,XShHFvEc3Mi2fhPmjY7OGw,609045.5329732054,239271.62285303377,609047.0196630587,239261.6226813374,90.96747589111328,0.97,-8.456024601533324,XShHFvEc3Mi2fhPmjY7OGw_0.0_0.0_0_0.97_L90.jpg,-9.426024601533324,trunk,9.12603359836733,80.57380516615609,1.587681966528489,609045.6776772384,239270.64950598934,400.0,454.0,0.935531411761344,D:\OneDrive_PSU\OneDrive - The Pennsylvania State University\Research_doc\street_image_mapping\Heyward_st_pano_thumnail_segmented\XShHFvEc3Mi2fhPmjY7OGw_0.0_0.0_0_0.97_L90_annotated.jpg,POINT (609045.6776772384 239270.64950598934),fc8bc293-fb92-4c70-af28-df7f218efa18,1.059145209909632,0.9672619905704369,-0.09188321933919497,0.09188321933919497,0.08675223990016874
1,15.71383399209486,537,473,0.048789375309516,-0.1719075982971,15.482215880341714,38.0,432,518,555,1qTopLEo4k5euVrLowCI_w,609047.363738604,239272.1662882199,609035.8536139831,239261.8117703761,90.2288589477539,45.23,48.02542529031503,1qTopLEo4k5euVrLowCI_w_0.0_0.0_0_45.23_L45.jpg,2.795425290315029,trunk,13.214302464088147,42.94474494199555,1.574790668955852,609045.6776772384,239270.64950598934,518.0,556.0,0.977749669088044,D:\OneDrive_PSU\OneDrive - The Pennsylvania State University\Research_doc\street_image_mapping\Heyward_st_pano_thumnail_segmented\1qTopLEo4k5euVrLowCI_w_0.0_0.0_0_45.23_L45_annotated.jpg,POINT (609045.6776772384 239270.64950598934),fc8bc293-fb92-4c70-af28-df7f218efa18,1.059145209909632,0.9672619905704369,-0.09188321933919497,0.09188321933919497,0.08675223990016874
1,15.71383399209486,537,473,0.048789375309516,-0.1719075982971,15.482215880341714,38.0,432,518,555,1qTopLEo4k5euVrLowCI_w,609047.363738604,239272.1662882199,609035.8536139831,239261.8117703761,90.2288589477539,45.23,48.02542529031503,1qTopLEo4k5euVrLowCI_w_0.0_0.0_0_45.23_L45.jpg,2.795425290315029,trunk,13.28210943852322,42.94474494199555,1.574790668955852,609045.7280877696,239270.6948553458,518.0,556.0,0.982766827352427,D:\OneDrive_PSU\OneDrive - The Pennsylvania State University\Research_doc\street_image_mapping\Heyward_st_pano_thumnail_segmented\1qTopLEo4k5euVrLowCI_w_0.0_0.0_0_45.23_L45_annotated.jpg,POINT (609045.7280877696 239270.6948553458),fc8bc293-fb92-4c70-af28-df7f218efa18,1.059145209909632,0.9672619905704369,-0.09188321933919497,0.09188321933919497,0.08675223990016874
0,18.61857142857143,425,442,-0.168314225562034,-0.111219555928987,18.50353617629595,37.0,416,409,445,piIyY_Bgq2dmllHQlN7FRw,609043.0823157325,239272.41596297905,609057.843106193,239261.25800994062,91.73087310791016,316.73,307.08630524328254,piIyY_Bgq2dmllHQlN7FRw_0.0_0.0_0_316.73_L135.jpg,-9.643694756717531,trunk,15.209064074611765,35.156583737402514,1.601005761462156,609045.7104086499,239270.42933919825,406.5,443.5,1.067628289908876,D:\OneDrive_PSU\OneDrive - The Pennsylvania State University\Research_doc\street_image_mapping\Heyward_st_pano_thumnail_segmented\piIyY_Bgq2dmllHQlN7FRw_0.0_0.0_0_316.73_L135_annotated.jpg,POINT (609045.7104086499 239270.42933919825),fc8bc293-fb92-4c70-af28-df7f218efa18,1.059145209909632,0.9672619905704369,-0.09188321933919497,0.09188321933919497,0.08675223990016874
0,7.541361256544503,836,551,0.564197577362498,-0.268943543313143,7.270265523424575,74.0,473,798,871,7scskWkS3f0TlHblKMsN9w,609077.3838336333,239267.3377008855,609078.4777522616,239260.15020460266,94.02490997314453,319.02,351.34613999437687,7scskWkS3f0TlHblKMsN9w_0.0_0.0_0_319.02_L135.jpg,32.32613999437687,trunk,8.079617095134362,77.29971180252693,1.641044257922625,609077.2620547576,239268.13783829374,799.0,873.0,0.833619473759928,D:\OneDrive_PSU\OneDrive - The Pennsylvania State University\Research_doc\street_image_mapping\Heyward_st_pano_thumnail_segmented\7scskWkS3f0TlHblKMsN9w_0.0_0.0_0_319.02_L135_annotated.jpg,POINT (609077.2620547576 239268.13783829374),1b6148ba-5912-44a7-ae4f-a95e62b1e8b4,0.840848105577112,0.8239556426027056,-0.016892462974406386,0.016892462974406386,0.020089791321837285
0,8.376451077943615,393,531,-0.228367362381439,-0.272688979526914,8.066942697716105,56.0,459,366,421,7scskWkS3f0TlHblKMsN9w,609077.2068376847,239268.11640448883,609078.4777522616,239260.15020460266,94.02490997314453,4.02,-9.064486042991087,7scskWkS3f0TlHblKMsN9w_0.0_0.0_0_4.02_L90.jpg,-13.084486042991086,trunk,7.867677271264047,103.67655782344926,1.641044257922625,609077.2382311561,239267.91962755896,365.0,421.0,0.815445280703088,D:\OneDrive_PSU\OneDrive - The Pennsylvania State University\Research_doc\street_image_mapping\Heyward_st_pano_thumnail_segmented\7scskWkS3f0TlHblKMsN9w_0.0_0.0_0_4.02_L90_annotated.jpg,POINT (609077.2382311561 239267.91962755896),1b6148ba-5912-44a7-ae4f-a95e62b1e8b4,0.840848105577112,0.8239556426027056,-0.016892462974406386,0.016892462974406386,0.020089791321837285
0,8.376451077943615,393,531,-0.228367362381439,-0.272688979526914,8.066942697716105,56.0,459,366,421,7scskWkS3f0TlHblKMsN9w,609077.2068376847,239268.11640448883,609078.4777522616,239260.15020460266,94.02490997314453,4.02,-9.064486042991087,7scskWkS3f0TlHblKMsN9w_0.0_0.0_0_4.02_L90.jpg,-13.084486042991086,trunk,8.046186704897424,76.889085765159,1.641044257922625,609077.2101077085,239268.09590770415,365.0,421.0,0.833946888000706,D:\OneDrive_PSU\OneDrive - The Pennsylvania State University\Research_doc\street_image_mapping\Heyward_st_pano_thumnail_segmented\7scskWkS3f0TlHblKMsN9w_0.0_0.0_0_4.02_L90_annotated.jpg,POINT (609077.2101077085 239268.09590770415),1b6148ba-5912-44a7-ae4f-a95e62b1e8b4,0.840848105577112,0.8239556426027056,-0.016892462974406386,0.016892462974406386,0.020089791321837285
