index,distance,root_center_col,root_bottom_row,azimuth_rad,altitude_rad,depth_h_distance,median_wid,median_wid_row,median_row_start_col,median_row_end_col,panoID,depth_x,depth_y,pano_x,pano_y,pano_heading_deg,thumbnail_heading_deg,trunk_heading_deg,image_file,azimuth_deg,geometry,Type,h_distance_to_camera,vertex_angle_deg,pano_heading_rad,tri_x,tri_y,left_col,right_col,diameter
0,6.606172839506173,78,618,-0.7031318219244537,-0.33545645949100067,6.237945699832225,73.0,507,43,115,kg5Va-TcYa2Ud43zQRGhxg,609160.5611040078,239246.7098869307,609156.8430669203,239251.71869584802,93.6993179321289,183.7,143.41351416238462,kg5Va-TcYa2Ud43zQRGhxg_0.0_0.0_0_183.70_R90.jpg,-40.28648583761536,POINT (609160.5611040078 239246.7098869307),trunk,6.354751968713917,131.23883530518236,1.6353616047886144,609160.6307246907,239246.61609639303,41.5,114.5,0.527422613652843
0,6.318650088809948,208,612,-0.5358112379604636,-0.36568219144587544,5.900861172817381,78.0,499,168,245,15oCd-mPagUVtzLLr7urPg,609149.7069321845,239247.1858231025,609147.1563511797,239252.50697890914,95.09471893310547,185.09,154.39027744918562,15oCd-mPagUVtzLLr7urPg_0.0_0.0_0_185.09_R90.jpg,-30.699722550814407,POINT (609149.7069321845 239247.1858231025),trunk,5.706639806919132,59.73792798161858,1.6597159466412796,609149.6229821793,239247.3609640046,169.0,247.0,0.6424664554054526
0,10.782978723404254,604,506,0.17779022899267605,-0.2303619613762272,10.498133532037354,28.0,446,590,617,kg5Va-TcYa2Ud43zQRGhxg,609147.8551263694,239246.29396246187,609156.8430669203,239251.71869584802,93.6993179321289,228.7,238.88662975994478,kg5Va-TcYa2Ud43zQRGhxg_0.0_0.0_0_228.70_R135.jpg,10.186629759944783,POINT (609147.8551263694 239246.29396246187),trunk,8.433234876754625,35.765719707622196,1.6353616047886144,609149.6229821793,239247.3609640046,590.0,618.0,0.44662093458513025
1,12.222641509433963,874,500,0.615429352753105,-0.18292605493195763,12.018714453678815,16.0,443,867,882,15oCd-mPagUVtzLLr7urPg,609154.938169502,239261.66628023176,609147.1563511797,239252.50697890914,95.09471893310547,5.09,40.351504501220866,15oCd-mPagUVtzLLr7urPg_0.0_0.0_0_5.09_L90.jpg,35.26150450122086,POINT (609154.938169502 239261.66628023176),trunk,11.753865044418715,54.30084496634617,1.6597159466412796,609154.7666861047,239261.464442044,866.0,882.0,0.24488962180754326
1,10.779824561403508,799,511,0.51090454260864,-0.21308710169675096,10.536014233978985,18.0,448,791,808,kg5Va-TcYa2Ud43zQRGhxg,609154.6475915198,239262.0234269801,609156.8430669203,239251.71869584802,93.6993179321289,318.7,347.9726740255368,kg5Va-TcYa2Ud43zQRGhxg_0.0_0.0_0_318.70_L135.jpg,29.272674025536812,POINT (609154.6475915198 239262.0234269801),trunk,9.964483238373262,73.3203245579698,1.6353616047886144,609154.7666861047,239261.464442044,790.0,808.0,0.26654908323327675
3,13.06766917293233,423,480,-0.17210838788283553,-0.18267054496203697,12.850250319565143,12.0,433,418,429,15oCd-mPagUVtzLLr7urPg,609155.4555963526,239262.31776189702,609147.1563511797,239252.50697890914,95.09471893310547,50.09,40.22891575551301,15oCd-mPagUVtzLLr7urPg_0.0_0.0_0_50.09_L45.jpg,-9.861084244486994,POINT (609155.4555963526 239262.31776189702),trunk,11.77330564047229,54.42343371205403,1.6597159466412796,609154.7600590901,239261.4955467437,417.0,429.0,0.2678273498943424
1,10.779824561403508,799,511,0.51090454260864,-0.21308710169675096,10.536014233978985,18.0,448,791,808,kg5Va-TcYa2Ud43zQRGhxg,609154.6475915198,239262.0234269801,609156.8430669203,239251.71869584802,93.6993179321289,318.7,347.9726740255368,kg5Va-TcYa2Ud43zQRGhxg_0.0_0.0_0_318.70_L135.jpg,29.272674025536812,POINT (609154.6475915198 239262.0234269801),trunk,9.996286063207476,73.3203245579698,1.6353616047886144,609154.7600590901,239261.4955467437,790.0,808.0,0.26739980610580294
3,13.06766917293233,423,480,-0.17210838788283553,-0.18267054496203697,12.850250319565143,12.0,433,418,429,15oCd-mPagUVtzLLr7urPg,609155.4555963526,239262.31776189702,609147.1563511797,239252.50697890914,95.09471893310547,50.09,40.22891575551301,15oCd-mPagUVtzLLr7urPg_0.0_0.0_0_50.09_L45.jpg,-9.861084244486994,POINT (609155.4555963526 239262.31776189702),trunk,11.75458162830029,54.42343371205403,1.6597159466412796,609154.7479663165,239261.48125151868,417.0,429.0,0.2674014030351887
0,11.245783132530121,367,496,-0.2759764830090984,-0.20744460561890601,11.004678244167426,16.0,442,359,374,kg5Va-TcYa2Ud43zQRGhxg,609154.5339744914,239262.4783907978,609156.8430669203,239251.71869584802,93.6993179321289,3.7,-12.112287721285211,kg5Va-TcYa2Ud43zQRGhxg_0.0_0.0_0_3.70_L90.jpg,-15.81228772128521,POINT (609154.5339744914 239262.4783907978),trunk,9.98483549002465,73.23536281114781,1.6353616047886144,609154.7479663165,239261.48125151868,359.0,375.0,0.2888331295598898
1,15.692253521126762,782,417,0.48528256355922117,-0.056949923743802144,15.666813103747897,35.0,402,764,798,1qTopLEo4k5euVrLowCI_w,609040.4250872805,239246.8267557041,609035.8536139831,239261.8117703761,90.2288589477539,135.23,163.03464276323248,1qTopLEo4k5euVrLowCI_w_0.0_0.0_0_135.23_R45.jpg,27.804642763232494,POINT (609040.4250872805 239246.8267557041),trunk,13.09122895466847,72.0644725309219,1.5747906689558517,609039.6735487202,239249.29025392848,764.5,799.5,0.7000798783199258
0,16.905494505494506,373,400,-0.2650948335987148,-0.03014922604051819,16.89781174451766,22.0,393,362,383,XShHFvEc3Mi2fhPmjY7OGw,609038.372025963,239247.1052981567,609047.0196630587,239261.6226813374,90.96747589111328,225.97,210.78118486407078,XShHFvEc3Mi2fhPmjY7OGw_0.0_0.0_0_225.97_R135.jpg,-15.18881513592921,POINT (609038.372025963 239247.1052981567),trunk,14.354586781574382,60.1889853682398,1.5876819665284894,609039.6735487202,239249.29025392848,362.0,384.0,0.5743608370184706
1,15.692253521126762,782,417,0.48528256355922117,-0.056949923743802144,15.666813103747897,35.0,402,764,798,1qTopLEo4k5euVrLowCI_w,609040.4250872805,239246.8267557041,609035.8536139831,239261.8117703761,90.2288589477539,135.23,163.03464276323248,1qTopLEo4k5euVrLowCI_w_0.0_0.0_0_135.23_R45.jpg,27.804642763232494,POINT (609040.4250872805 239246.8267557041),trunk,13.072944555127796,72.0644725309219,1.5747906689558517,609039.6682134523,239249.30774261578,764.5,799.5,0.6991020831679264
